status,section,docId,in_en,in_vi,in_ja,en_title,vi_title,ja_title
MATCHED,fpt-appsec,"guide-dashboard-overview",Y,Y,Y,"Dashboard metrics: Organization overview","Hướng dẫn đọc các số liệu Dashboard - Organization overview","ダッシュボードの指標の読み方 - Organization overview"
MATCHED,fpt-appsec,"guide-fcr",Y,Y,Y,"FPT Container Registry integration","5. Vô hiệu hoá tích hợp FPT Container Registry","5. FPT Container Registry連携の無効化"
MATCHED,fpt-appsec,"guide-github",Y,Y,Y,"GitHub Personal/Enterprise Cloud integration","Chỉ Org Admin có quyền chỉnh sửa tích hợp GitHub","GitHub連携の編集はOrg Adminのみ可能です"
MATCHED,fpt-appsec,"guide-gitlab",Y,Y,Y,"GitLab Cloud integration","Chỉ Org Admin và Team Manager có quyền chỉnh sửa tích hợp GitLab","GitLab連携の編集はOrg AdminとTeam Managerのみ可能です"
MATCHED,fpt-appsec,"guide-gitlabserver",Y,Y,Y,"GitLab Server integration","Chỉ Org Admin và Team Manager có quyền chỉnh sửa tích hợp GitLab Server","GitLab Server連携の編集はOrg AdminとTeam Managerのみ可能です"
MATCHED,fpt-appsec,"guide-harbor",Y,Y,Y,"Harbor integration","1. Tạo Robot Account - Harbor","1. Robot Accountの作成 - Harbor"
MATCHED,fpt-appsec,"guide-integration",Y,Y,Y,"Integration management","Integration Management - Quản lý tích hợp","Integration Management - 連携管理"
MATCHED,fpt-appsec,"guide-issue-by-team",Y,Y,Y,"Dashboard chart: Issues by team","Hướng dẫn đọc biểu đồ Issue by team","Issue by teamグラフの読み方"
MATCHED,fpt-appsec,"guide-workspace",Y,Y,Y,"Workspace management","Workspace Management - Quản lý Asset và Issue","Workspace Management - AssetおよびIssue管理"
MATCHED,fpt-appsec,"initial-setup",Y,Y,Y,"Initial setup","Thiết lập ban đầu","初期設定"
MATCHED,fpt-appsec,"quan-ly-mem-team",Y,Y,Y,"Manage team members","Quản lý Members","メンバー管理（チーム）"
MATCHED,fpt-appsec,"quan-ly-member",Y,Y,Y,"Manage members","Quản lý member","メンバー管理"
MATCHED,fpt-appsec,"quan-ly-role",Y,Y,Y,"Manage roles","Quản lý Roles","ロール管理"
MATCHED,fpt-appsec,"quan-ly-team",Y,Y,Y,"Team management","Team Management - Quản lý Team","Team Management - チーム管理"
MATCHED,fpt-appsec,"quan-ly-teams-org",Y,Y,Y,"Manage teams","Quản lý Teams","チーム管理"
MATCHED,fpt-appsec,"schedule-delete",Y,Y,Y,"Delete a schedule","Hướng dẫn xóa schedule","スケジュール削除ガイド"
MATCHED,fpt-appsec,"schedule-detail",Y,Y,Y,"View schedule list and details","Hướng dẫn xem danh sách & chi tiết schedule","スケジュール一覧と詳細の表示ガイド"
MATCHED,fpt-appsec,"schedule-edit",Y,Y,Y,"Edit a schedule","Hướng dẫn chỉnh sửa schedule","スケジュール編集ガイド"
MATCHED,fpt-appsec,"workspace-crasset",Y,Y,Y,"Container Registry asset operations","Hướng dẫn thực hiện các thao tác cơ bản với Container Registry asset (image)","Container Registry asset（image）の基本操作ガイド"
MATCHED,fpt-appsec,"workspace-scmasset",Y,Y,Y,"Source code management asset operations","2. Xem thông tin tổng quan của Assets","2. Assetの概要情報の確認"
MATCHED,fpt-argocd,"Change-password",Y,Y,Y,"Change Password","Change Password","Change Password"
MATCHED,fpt-argocd,"Configure-Build-Options-for-Kustomize",Y,Y,Y,"Configure Build Options For Kustomize","Configure Build Options For Kustomize","Configure Build Options For Kustomize"
MATCHED,fpt-argocd,"Configure-RBAC-policy",Y,Y,Y,"Configure Rbac Policy","Configure Rbac Policy","Configure Rbac Policy"
MATCHED,fpt-argocd,"Connect-Kubernetes-Cluster-to-ArgoCD-Instance",Y,Y,Y,"Connect Kubernetes Cluster To Argocd Instance","Connect Kubernetes Cluster To Argocd Instance","Connect Kubernetes Cluster To Argocd Instance"
MATCHED,fpt-argocd,"Create-new-account-on-FPT-Cloud-Portal",Y,Y,Y,"Create New Account On Fpt Cloud Portal","Create New Account On Fpt Cloud Portal","Create New Account On Fpt Cloud Portal"
MATCHED,fpt-argocd,"Create-new-webhook-secret",Y,Y,Y,"Create New Webhook Secret","Create New Webhook Secret","Create New Webhook Secret"
ORPHAN,fpt-argocd,"Demo",Y,N,N,"Demo","",""
MATCHED,fpt-argocd,"Edit-capabilities",Y,Y,Y,"Edit Capabilities","Edit Capabilities","Edit Capabilities"
ORPHAN,fpt-argocd,"Edit-webhook-secret",Y,N,N,"Edit Webhook Secret","",""
MATCHED,fpt-argocd,"Getting-Started",Y,Y,Y,"Getting Started","Getting Started","Getting Started"
MATCHED,fpt-argocd,"Initial-setup",Y,Y,Y,"Initial Setup","Thiết lập ban đầu","Initial Setup"
MATCHED,fpt-argocd,"Instructions-for-configuring-ArgoCD-cluster-to-deploy-applications-with-manifest",Y,Y,Y,"Instructions For Configuring Argocd Cluster To Deploy Applications With Manifest","Instructions For Configuring Argocd Cluster To Deploy Applications With Manifest","Instructions For Configuring Argocd Cluster To Deploy Applications With Manifest"
MATCHED,fpt-argocd,"Instructions-for-login-to-ArgoCD",Y,Y,Y,"Instructions For Login To Argocd","Instructions For Login To Argocd","Instructions For Login To Argocd"
ORPHAN,fpt-argocd,"Managing-Account-on-ArgoCD",Y,N,N,"Managing Account On Argocd","",""
MATCHED,fpt-argocd,"Upgrading-argocd-version",Y,Y,Y,"Upgrading Argocd Version","Upgrading Argocd Version","Upgrading Argocd Version"
MATCHED,fpt-argocd,"View-informations-ArgoCD",Y,Y,Y,"View Informations Argocd","View Informations Argocd","View Informations Argocd"
MATCHED,fpt-argocd,"Webhook-configuration",Y,Y,Y,"Webhook Configuration","Webhook Configuration","Webhook Configuration"
MATCHED,fpt-argocd,"add-cluster-to-argocd",Y,Y,Y,"Connect a Kubernetes cluster to ArgoCD","Kết nối cluster Kubernetes tới ArgoCD","Kubernetes clusterをArgoCDに接続します"
MATCHED,fpt-argocd,"add-webhook-secret",Y,Y,Y,"Add a new webhook secret","Tạo mới webhook secret","webhook secretを新規追加する"
PARTIAL,fpt-argocd,"cau-hinh-channel-de-thuc-hien-gui-thong-bao",Y,N,Y,"Cau Hinh Channel De Thuc Hien Gui Thong Bao","","通知チャンネルの設定"
ORPHAN,fpt-argocd,"cau-hinh-image-updater",N,Y,N,"","Cấu hình Image Updater",""
ORPHAN,fpt-argocd,"cau-hinh-notifications",N,Y,N,"","Cấu hình notifications",""
PARTIAL,fpt-argocd,"cau-hinh-oidc-config",Y,N,Y,"Cau Hinh Oidc Config","","OIDC configの設定"
ORPHAN,fpt-argocd,"cau-hinh-oidc-phuc-vu-sso-config",N,Y,N,"","Cấu hình OIDC cho SSO",""
ORPHAN,fpt-argocd,"cau-hinh-webhook",N,Y,N,"","Cấu hình webhook",""
MATCHED,fpt-argocd,"check-service-package-info",Y,Y,Y,"Check service package information","Kiểm tra thông tin gói dịch vụ","サービスパッケージ情報の確認"
PARTIAL,fpt-argocd,"cho-phep-enable-applications-set",Y,N,Y,"Enable ApplicationSet","","ApplicationSetのenable"
MATCHED,fpt-argocd,"configure-build-options-kustomize",Y,Y,Y,"Configure build options for Kustomize","Cấu hình build options cho Kustomize","KustomizeのBuild optionsの設定"
PARTIAL,fpt-argocd,"configure-image-updater",Y,N,Y,"Configure Image Updater","","Image Updaterの設定"
MATCHED,fpt-argocd,"configure-log-level",Y,Y,Y,"Configure log level","Cấu hình log level","ログレベルの設定"
PARTIAL,fpt-argocd,"configure-notification-channels",Y,Y,N,"Configure notification channels","Cấu hình channel để thực hiện gửi thông báo",""
MATCHED,fpt-argocd,"configure-notifications",Y,Y,Y,"Configure notifications","Configure Notifications","Notificationsの設定"
PARTIAL,fpt-argocd,"configure-oidc-config",Y,Y,N,"Configure OIDC","Cấu hình OIDC config",""
PARTIAL,fpt-argocd,"configure-oidc-sso",Y,N,Y,"Configure OIDC SSO","","SSO用のOIDC設定"
MATCHED,fpt-argocd,"configure-rbac",Y,Y,Y,"Configure RBAC policy","Cấu hình RBAC policy","RBAC policyの設定"
MATCHED,fpt-argocd,"configure-timereconcile",Y,Y,Y,"Configure TimeReconcile","Cấu hình TimeReconcile","TimeReconcileの設定"
PARTIAL,fpt-argocd,"configure-webhook",Y,N,Y,"Configure webhook","","Webhookの設定"
PARTIAL,fpt-argocd,"configure-webhook-with-secret",Y,Y,N,"Configure webhook with secret","Thực hiện cấu hình Webhook với webhook secret đã được tạo",""
MATCHED,fpt-argocd,"configure-whitelist-ip",Y,Y,Y,"Configure IP whitelist","Cấu hình whitelist IP","IPホワイトリストの設定"
MATCHED,fpt-argocd,"create-account",Y,Y,Y,"Create a new account on the Portal","Tạo mới tài khoản trên Portal","Portalで新しいアカウントを作成する"
MATCHED,fpt-argocd,"create-fpt-argocd",Y,Y,Y,"Create a new FPT ArgoCD instance","Tạo mới FPT ArgoCD instance","FPT ArgoCD instanceの新規作成"
PARTIAL,fpt-argocd,"delete-oidc-config",Y,Y,N,"Delete OIDC configuration","Xóa cấu hình OIDC",""
PARTIAL,fpt-argocd,"delete-oidc-da-cau-hinh",Y,N,Y,"Delete Oidc Da Cau Hinh","","OIDC configの削除"
MATCHED,fpt-argocd,"delete-webhook-secret",Y,Y,Y,"Delete a webhook secret","Xóa webhook secret","Webhook secretの削除"
MATCHED,fpt-argocd,"demo",Y,Y,Y,"Demo","Demo","Demo"
PARTIAL,fpt-argocd,"edit-webhook-secret",N,Y,Y,"","Cập nhật webhook secret","Webhook secretの編集"
PARTIAL,fpt-argocd,"enable-applications-set",Y,Y,N,"Enable Applications Set","Enable ApplicationSet",""
MATCHED,fpt-argocd,"enable-disable-account",Y,Y,Y,"Enable/disable account","Enable/disable tài khoản","アカウントのenable/disable"
MATCHED,fpt-argocd,"enable-disable-admin-user",Y,Y,Y,"Enable/disable admin user","Enable/disable tài khoản admin","Adminアカウントのenable/disable"
MATCHED,fpt-argocd,"enable-disable-anonymous-user",Y,Y,Y,"Enable/disable anonymous user","Enable/disable anonymous user","Anonymous userのenable/disable"
PARTIAL,fpt-argocd,"enable-disable-chuc-nang-cau-hinh-oidc",Y,N,Y,"Enable/disable OIDC","","OIDCのenable/disable"
MATCHED,fpt-argocd,"enable-disable-images-updater",Y,Y,Y,"Enable/disable ArgoCD Image Updater","Enable/disable ArgoCD Image Updater","ArgoCD Image Updaterのenable/disable"
PARTIAL,fpt-argocd,"enable-disable-notificaions",Y,N,Y,"Enable/disable notifications","","Notificationsのenable/disable"
ORPHAN,fpt-argocd,"enable-disable-notifications",N,Y,N,"","Enable/disable notifications",""
ORPHAN,fpt-argocd,"enable-disable-oidc",N,Y,N,"","Enable/disable OIDC",""
PARTIAL,fpt-argocd,"fpt-argocd",Y,Y,N,"FPT ArgoCD","FPT ArgoCD",""
MATCHED,fpt-argocd,"huong-dan-cau-hinh-argocd-cluster-de-deploy-ung-dung-voi-manifes",Y,Y,Y,"Deploy applications with manifest","Hướng dẫn cấu hình ArgoCD cluster để deploy ứng dụng với manifes","manifestを使用してアプリケーションをデプロイする"
MATCHED,fpt-argocd,"huong-dan-cau-hinh-notifications-de-nhan-thong-bao",Y,Y,Y,"Configure notifications to receive alerts","Hướng dẫn cấu hình notifications để nhận thông báo khi ứng dụng thay đổi","通知を受け取るためにNotificationsを設定する"
MATCHED,fpt-argocd,"huong-dan-dang-nhap-vao-argocd",Y,Y,Y,"Huong Dan Dang Nhap Vao Argocd","Hướng dẫn đăng nhập vào ArgoCD","Huong Dan Dang Nhap Vao Argocd"
MATCHED,fpt-argocd,"huong-dan-deploy-applications-qua-argocd-cli",Y,Y,Y,"Deploy applications via ArgoCD CLI","Hướng dẫn deploy applications qua argocd cli","ArgoCD CLIでアプリケーションをデプロイする"
MATCHED,fpt-argocd,"huong-dan-deploy-applications-qua-helm-chart-repo",Y,Y,Y,"Deploy applications via Helm chart repository","Hướng dẫn deploy applications qua helm chart repo","Helmチャートリポジトリを使用してアプリケーションをデプロイする"
MATCHED,fpt-argocd,"huong-dan-deploy-mot-appliations-voi-kustomize-su-dung-build-options",Y,Y,Y,"Deploy an application with Kustomize using build options","Hướng dẫn deploy một applications với kustomize sử dụng build options","Kustomizeとビルドオプションを使用してアプリケーションをデプロイする"
MATCHED,fpt-argocd,"huong-dan-su-dung-applicationset-de-deploy",Y,Y,Y,"Deploy applications using ApplicationSet","Hướng dẫn sử dụng applicationset để deploy","ApplicationSetを使用してアプリケーションをデプロイする"
MATCHED,fpt-argocd,"huong-dan-tich-hop-argocd-images-updater",Y,Y,Y,"Integrate ArgoCD Image Updater","Hướng dẫn tích hợp Argo CD Images Updater","ArgoCD Image Updaterを統合する"
MATCHED,fpt-argocd,"huong-dan-tich-hop-oidc-de-quan-ly-account",Y,Y,Y,"Integrate OIDC for account management","Hướng dẫn tích hợp OIDC để quản lý account trên ArgoCD","アカウント管理のためにOIDCを統合する"
MATCHED,fpt-argocd,"initial-setup",Y,Y,Y,"Initial setup","Initial Setup","初期設定"
PARTIAL,fpt-argocd,"manage-accounts",Y,N,Y,"Manage accounts on ArgoCD","","ArgoCD上のアカウント管理"
MATCHED,fpt-argocd,"manage-admin-account",Y,Y,Y,"Manage the admin account","Quản lý tài khoản admin","Adminアカウントの管理"
MATCHED,fpt-argocd,"manage-admin-account-enable-disable-anonymous-user",Y,Y,Y,"Manage anonymous user access","Quản lý admin và anonymous user","AdminとAnonymous userの管理"
MATCHED,fpt-argocd,"manage-container-registry",Y,Y,Y,"Manage container registry","Quản lý container registry","Container registryの管理"
MATCHED,fpt-argocd,"manage-registry-secrets",Y,Y,Y,"Manage registry secrets","Quản lý registry secret","Registry secretの管理"
MATCHED,fpt-argocd,"manage-secrets",Y,Y,Y,"Manage secrets","Quản lý secret","Secretの管理"
ORPHAN,fpt-argocd,"quan-ly-account-tren-argocd",N,Y,N,"","Quản lý tài khoản trên ArgoCD",""
PARTIAL,fpt-argocd,"thuc-hien-cau-hinh-webhook-voi-webhook-secret-da-duoc-tao",Y,N,Y,"Thuc Hien Cau Hinh Webhook Voi Webhook Secret Da Duoc Tao","","Webhook secretを使用したWebhookの設定"
MATCHED,fpt-argocd,"update-admin-password",Y,Y,Y,"Update admin password","Cập nhật mật khẩu admin","Adminパスワードの更新"
PARTIAL,fpt-argocd,"update-cau-hinh-oidc",Y,N,Y,"Update Cau Hinh Oidc","","OIDC configの更新"
PARTIAL,fpt-argocd,"update-oidc-config",Y,Y,N,"Update OIDC configuration","Cập nhật cấu hình OIDC",""
MATCHED,fpt-argocd,"upgrade-service-package",Y,Y,Y,"Upgrade service package","Nâng gói dịch vụ","サービスパッケージのアップグレード"
MATCHED,fpt-argocd,"view-argocd-detail",Y,Y,Y,"View ArgoCD instance details","Xem thông tin chi tiết và đăng nhập ArgoCD","ArgoCD インスタンスの詳細を確認する"
MATCHED,fpt-autoscale,"doi-ten-profile",Y,Y,Y,"Rename Profile","Đổi tên Profile","Profileの名前変更"
PARTIAL,fpt-autoscale,"fpt-autoscale",Y,Y,N,"FPT Autoscale","FPT Autoscale",""
MATCHED,fpt-autoscale,"giam-sat-group",Y,Y,Y,"Monitor Group","Giám sát Group","Groupの監視"
MATCHED,fpt-autoscale,"khoi-tao-group",Y,Y,Y,"Create Group","Khởi tạo Group","Groupの作成"
MATCHED,fpt-autoscale,"khoi-tao-policy",Y,Y,Y,"Create Policy","Khởi tạo Policy","Policyの作成"
MATCHED,fpt-autoscale,"khoi-tao-profile",Y,Y,Y,"Create Profile","Khởi tạo Profile","Profileの作成"
MATCHED,fpt-autoscale,"quan-ly-group",Y,Y,Y,"Manage Group","Quản lý Group","Groupの管理"
MATCHED,fpt-autoscale,"quan-ly-policy",Y,Y,Y,"Manage Policy","Quản lý Policy","Policyの管理"
MATCHED,fpt-autoscale,"quan-ly-profile",Y,Y,Y,"Manage Profile","Quản lý Profile","Profileの管理"
MATCHED,fpt-autoscale,"scale-thu-cong",Y,Y,Y,"Manual Scale","Scale thủ công","手動スケール"
MATCHED,fpt-autoscale,"scale-tu-dong-theo-lich-trinh",Y,Y,Y,"Scheduled Automatic Scale","Scale tự động theo lịch trình","スケジュールによる自動スケール"
MATCHED,fpt-autoscale,"thay-doi-profile-cho-group",Y,Y,Y,"Change Profile for Group","Thay đổi Profile cho Group","GroupのProfileを変更する"
MATCHED,fpt-autoscale,"xoa-group",Y,Y,Y,"Delete Group","Xóa Group","Groupの削除"
MATCHED,fpt-autoscale,"xoa-policy",Y,Y,Y,"Delete Policy","Xóa Policy","Policyの削除"
MATCHED,fpt-autoscale,"xoa-profile",Y,Y,Y,"Delete Profile","Xóa Profile","Profileの削除"
ORPHAN,fpt-backup-as-a-service,"Chi tiết dịch vụ",N,Y,N,"","Chi Tiết Dịch Vụ",""
MATCHED,fpt-backup-as-a-service,"create-veeam-recovery-media",Y,Y,Y,"Create Veeam Recovery Media","Create Veeam Recovery Media","Create Veeam Recovery Media"
MATCHED,fpt-backup-as-a-service,"fpt-backup-as-a-service",Y,Y,Y,"FPT Backup as a Service","FPT Backup as a Service","Fpt Backup As A Service"
MATCHED,fpt-backup-as-a-service,"install-veeam-agent-for-linux",Y,Y,Y,"Install Veeam Agent for Linux","Install Veeam Agent for Linux","Install Veeam Agent for Linux"
MATCHED,fpt-backup-as-a-service,"install-veeam-agent-for-windows",Y,Y,Y,"Install Veeam Agent for Windows","Install Veeam Agent for Windows","Install Veeam Agent for Windows"
MATCHED,fpt-backup-as-a-service,"managing-alarms",Y,Y,Y,"Managing alarms","Managing Alarms","Managing Alarms"
MATCHED,fpt-backup-as-a-service,"restore-file-and-folder-for-linux",Y,Y,Y,"Restore files and folders for Linux","Restore File and Folder for Linux","Restore File and Folder for Linux"
MATCHED,fpt-backup-as-a-service,"restore-file-and-folder-for-windows",Y,Y,Y,"Restore files and folders for Windows","Restore File and Folder for Windows","Restore File and Folder for Windows"
MATCHED,fpt-backup-as-a-service,"restore-linux-vm-from-cloud-repository",Y,Y,Y,"Restore a Linux VM from cloud repository","Restore Linux vm From Cloud Repository","Restore Linux vm From Cloud Repository"
MATCHED,fpt-backup-as-a-service,"restore-window-vm-from-cloud-repository",Y,Y,Y,"Restore a Windows VM from cloud repository","Restore Window vm From Cloud Repository","Restore Window vm From Cloud Repository"
MATCHED,fpt-cloud-desktop,"SSO-qua-FCDClient-cu",Y,Y,Y,"SSO via legacy FCDClient","SSO qua FCDClient cũ (luồng cũ)","旧FCDClient経由でSSOログイン"
MATCHED,fpt-cloud-desktop,"accountpassword-qua-FCDClient-cu",Y,Y,Y,"Account/Password via legacy FCDClient","Account/Password qua FCDClient cũ (luồng cũ)","旧FCDClient経由でAccount/Passwordログイン"
MATCHED,fpt-cloud-desktop,"accountpassword-qua-FCDClient-moi",Y,Y,Y,"Account/Password via new FCDClient","Account/Password qua FCDClient mới","新しいFCDClient経由でAccount/Passwordログイン"
MATCHED,fpt-cloud-desktop,"dang-nhap-voi-account-password",Y,Y,Y,"Log in with Account/Password","Đăng nhập với Account/Password","Account/Passwordでログイン"
MATCHED,fpt-cloud-desktop,"dang-nhap-voi-tai-khoan-SSO",Y,Y,Y,"Log in with SSO account","Đăng nhập với tài khoản SSO","SSOアカウントでログイン"
MATCHED,fpt-cloud-desktop,"faq",Y,Y,Y,"Frequently asked questions (FAQs)","Câu hỏi thường gặp (FAQs)","よくある質問（FAQs）"
MATCHED,fpt-cloud-desktop,"fpt-cloud-desktop",Y,Y,Y,"What is FPT Cloud Desktop?","FPT Cloud Desktop là gì?","What is FPT Cloud Desktop?"
MATCHED,fpt-cloud-desktop,"initial-setup",Y,Y,Y,"Prerequisites","Điều kiện yêu cầu","前提条件"
MATCHED,fpt-cloud-monitoring,"alerting",Y,Y,Y,"Alerting","8. Quản trị Cảnh báo (Alerting)","アラート管理"
MATCHED,fpt-cloud-monitoring,"configuration-tab",Y,Y,Y,"Configuration tab","Configuration tab","Configuration タブ"
MATCHED,fpt-cloud-monitoring,"explore-data",Y,Y,Y,"Explore data","9. Khám phá dữ liệu (Explore data)","データの探索"
MATCHED,fpt-cloud-monitoring,"fcmon-dashboard-template",Y,Y,Y,"Dashboard templates","7.2.1. Cài đặt dashboard template","ダッシュボードテンプレート"
PARTIAL,fpt-cloud-monitoring,"fpt-cloud-monitoring",Y,Y,N,"FPT Cloud Monitoring","FPT Cloud Monitoring",""
MATCHED,fpt-cloud-monitoring,"initial-setup",Y,Y,Y,"Initial setup","Thiết lập ban đầu","初期設定"
MATCHED,fpt-cloud-monitoring,"kich-hoat-dich-vu-fcmon",Y,Y,Y,"Activate FPT Cloud Monitoring","1. Kích hoạch dịch vụ FPT Cloud Monitoring","FPT Cloud Monitoring を有効化する"
MATCHED,fpt-cloud-monitoring,"monitor-applications",Y,Y,Y,"Monitor applications","Monitor Applications","アプリケーションを監視する"
MATCHED,fpt-cloud-monitoring,"monitor-infrastructure-platform",Y,Y,Y,"Monitor infrastructure and platform","Monitor Infrastructure Platform","インフラとプラットフォームを監視する"
MATCHED,fpt-cloud-monitoring,"monitor-public-endpoints",Y,Y,Y,"Monitor public endpoints","Chú ý:","パブリックエンドポイントを監視する"
MATCHED,fpt-cloud-monitoring,"quan-ly-workspace",Y,Y,Y,"Manage a workspace","Quản lý một Workspace","ワークスペースを管理する"
MATCHED,fpt-cloud-monitoring,"quan-tri-user",Y,Y,Y,"User management","10. Quản trị User","ユーザー管理"
MATCHED,fpt-cloud-monitoring,"quota-and-package-tab",Y,Y,Y,"Quota and Package tab","Quản lý thông tin package và resource quota Khách hàng đang sử dụng.","Quota and Package タブ"
MATCHED,fpt-cloud-monitoring,"truc-quan-hoa-du-lieu",Y,Y,Y,"Data visualization","Trực quan hóa dữ liệu","データの可視化"
MATCHED,fpt-cloud-monitoring,"truy-cap-vao-dashboard",Y,Y,Y,"Access the dashboard","7.1. Truy cập vào dashboard","ダッシュボードにアクセスする"
MATCHED,fpt-cloud-monitoring,"user-management-tab",Y,Y,Y,"User Management tab","User Management tab","User Management タブ"
MATCHED,fpt-cloud-monitoring,"xem-chi-tiet-workspace",Y,Y,Y,"View workspace details","3.1. Xem chi tiết một Workspace","ワークスペース詳細を表示する"
MATCHED,fpt-cloud-monitoring,"xem-danh-sach-workspaces",Y,Y,Y,"View the workspace list","2. Xem danh sách Workspaces","ワークスペース一覧を表示する"
PARTIAL,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go," choose-the-form-of-PAYG-and-verify-the-phon- number",Y,Y,N,"Select PAYG and Verify Your Phone Number","Chọn hình thức PAYG và xác thực số điện thoại",""
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"buy-Public-IP",Y,Y,Y,"Purchase a Public IP","Mua Public IP","Public IPの購入"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"buy-storage-disk",Y,Y,Y,"Purchase a Storage Disk","Mua storage disk","ストレージディスクの購入"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"buy-virtual-machines",Y,Y,Y,"Purchase a Virtual Machine","Mua máy ảo","仮想マシンの購入"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"change-removable-drive-capacity",Y,Y,Y,"Change Storage Disk Capacity","Thay đổi dung lượng ổ đĩa rời","ストレージディスク容量の変更"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"change-virtual-machine-configuration",Y,Y,Y,"Change Virtual Machine Configuration","Thay đổi cấu hình máy ảo","仮想マシン構成の変更"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"create-organization",Y,Y,Y,"Create an Organization","Tạo Organization","Organizationの作成"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"dang-ky",Y,Y,Y,"Register an Account","Đăng ký tài khoản","アカウント登録"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"dang-nhap",Y,Y,Y,"Log In","Đăng nhập","ログイン"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"deposit-money-via-VNPay",Y,Y,Y,"Top Up via VNPay","Nạp tiền thông qua VNPay","VNPayによるチャージ"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go",Y,Y,Y,"FPT Cloud Portal – Pay As You Go","FPT Cloud Portal – Pay As You Go","Fpt Cloud Portal Pay As You Gofpt Cloud Portal Pay As You Go"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"home-page-portal",Y,Y,Y,"Portal Home Page","Trang chủ của hệ thống Portal","Portalのホームページ"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"recharge-via-gift-code",Y,Y,Y,"Top Up via Gift Code","Nạp tiền thông qua gift code","ギフトコードによるチャージ"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"view-billing-by-monthly-reconciliation",Y,Y,Y,"View Monthly Billing","Xem billing theo kỳ đối soát hàng tháng","月次請求の確認"
MATCHED,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go,"view-performed-transactions",Y,Y,Y,"View Transaction History","Xem transaction đã thực hiện","取引履歴の確認"
MATCHED,fpt-cloud-portal,"fpt-cloud-portal",Y,Y,Y,"FPT Cloud Portal","FPT Cloud Portal","Fpt Cloud Portal"
MATCHED,fpt-cloud-waf,"Initial Setup",Y,Y,Y,"Initial setup","Thiết lập ban đầu","初期設定"
MATCHED,fpt-cloud-waf,"configure-waf-server-connection",Y,Y,Y,"Configure WAF server connection","Cấu hình kết nối máy chủ WAF","WAFサーバー接続の設定"
MATCHED,fpt-cloud-waf,"create-proxy-host",Y,Y,Y,"Create a proxy host","Tạo mới proxy host","Proxy hostの作成"
MATCHED,fpt-cloud-waf,"delete-proxy-host",Y,Y,Y,"Delete a proxy host","Xóa proxy host","Proxy hostの削除"
MATCHED,fpt-cloud-waf,"delete-waf-server",Y,Y,Y,"Delete WAF server","Xóa máy chủ WAF","WAFサーバーの削除"
MATCHED,fpt-cloud-waf,"enable-disable-proxy-host",Y,Y,Y,"Enable or disable a proxy host","Bật/tắt proxy host","Proxy hostの有効化/無効化"
MATCHED,fpt-cloud-waf,"fpt-cloud-waf",Y,Y,Y,"FPT Cloud WAF","FPT Cloud WAF","FPT Cloud WAF"
MATCHED,fpt-cloud-waf,"manage-404-host",Y,Y,Y,"Manage 404 host","Quản lý 404 host","404 hostの管理"
MATCHED,fpt-cloud-waf,"manage-access-list",Y,Y,Y,"Manage access list","Quản lý access list","Access listの管理"
MATCHED,fpt-cloud-waf,"manage-proxy-host",Y,Y,Y,"Manage proxy host","Manage Proxy Host","Proxy hostの管理"
MATCHED,fpt-cloud-waf,"manage-redirection-host",Y,Y,Y,"Manage redirection host","Quản lý redirection host","Redirection hostの管理"
MATCHED,fpt-cloud-waf,"manage-security-rule-set",Y,Y,Y,"Manage security rule set","Quản lý security rule set","Security rule setの管理"
MATCHED,fpt-cloud-waf,"manage-ssl-certificate",Y,Y,Y,"Manage SSL certificate","Quản lý SSL certificate","SSL certificateの管理"
MATCHED,fpt-cloud-waf,"manage-stream-host",Y,Y,Y,"Manage stream host","Thêm mới stream host","Stream hostの追加"
ORPHAN,fpt-cloud-waf,"manage-waf-server-with-waf-dashboard",Y,N,N,"Manage WAF server with WAF Dashboard","",""
MATCHED,fpt-cloud-waf,"monitor-waf-server-with-dashboard-overview",Y,Y,Y,"Monitor WAF server with Dashboard Overview","Theo dõi WAF qua Dashboard Overview","Dashboard OverviewでWAFを監視する"
