from_lang,to_lang,doc_id,from_url,to_url_404
en,ja,fpt-argocd/Edit-capabilities,/docs/en/fpt-argocd/Edit-capabilities,/docs/ja/fpt-argocd/Edit-capabilities
en,ja,fpt-argocd/Edit-webhook-secret,/docs/en/fpt-argocd/Edit-webhook-secret,/docs/ja/fpt-argocd/Edit-webhook-secret
en,ja,fpt-argocd/Enable-and-Disable-account,/docs/en/fpt-argocd/Enable-and-Disable-account,/docs/ja/fpt-argocd/Enable-and-Disable-account
en,ja,fpt-argocd/Getting-Started,/docs/en/fpt-argocd/Getting-Started,/docs/ja/fpt-argocd/Getting-Started
en,ja,fpt-argocd/Initial-setup,/docs/en/fpt-argocd/Initial-setup,/docs/ja/fpt-argocd/Initial-setup
en,ja,fpt-argocd/Instructions-for-configuring-ArgoCD-cluster-to-deploy-applications-with-manifest,/docs/en/fpt-argocd/Instructions-for-configuring-ArgoCD-cluster-to-deploy-applications-with-manifest,/docs/ja/fpt-argocd/Instructions-for-configuring-ArgoCD-cluster-to-deploy-applications-with-manifest
en,ja,fpt-argocd/Instructions-for-login-to-ArgoCD,/docs/en/fpt-argocd/Instructions-for-login-to-ArgoCD,/docs/ja/fpt-argocd/Instructions-for-login-to-ArgoCD
en,ja,fpt-argocd/Managing-Account-on-ArgoCD,/docs/en/fpt-argocd/Managing-Account-on-ArgoCD,/docs/ja/fpt-argocd/Managing-Account-on-ArgoCD
en,ja,fpt-argocd/Upgrading-argocd-version,/docs/en/fpt-argocd/Upgrading-argocd-version,/docs/ja/fpt-argocd/Upgrading-argocd-version
en,ja,fpt-argocd/View-informations-ArgoCD,/docs/en/fpt-argocd/View-informations-ArgoCD,/docs/ja/fpt-argocd/View-informations-ArgoCD
en,ja,fpt-argocd/Webhook-configuration,/docs/en/fpt-argocd/Webhook-configuration,/docs/ja/fpt-argocd/Webhook-configuration
en,ja,fpt-argocd/fpt-argocd,/docs/en/fpt-argocd/fpt-argocd,/docs/ja/fpt-argocd/fpt-argocd
en,ja,fpt-autoscale/fpt-autoscale,/docs/en/fpt-autoscale/fpt-autoscale,/docs/ja/fpt-autoscale/fpt-autoscale
en,ja,fpt-backup-as-a-service/fpt-backup-as-a-service,/docs/en/fpt-backup-as-a-service/fpt-backup-as-a-service,/docs/ja/fpt-backup-as-a-service/fpt-backup-as-a-service
en,ja,fpt-cloud-desktop/fpt-cloud-desktop,/docs/en/fpt-cloud-desktop/fpt-cloud-desktop,/docs/ja/fpt-cloud-desktop/fpt-cloud-desktop
en,ja,fpt-cloud-monitoring/fpt-cloud-monitoring,/docs/en/fpt-cloud-monitoring/fpt-cloud-monitoring,/docs/ja/fpt-cloud-monitoring/fpt-cloud-monitoring
en,ja,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/ choose-the-form-of-PAYG-and-verify-the-phon- number,/docs/en/fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/ choose-the-form-of-PAYG-and-verify-the-phon- number,/docs/ja/fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/ choose-the-form-of-PAYG-and-verify-the-phon- number
en,ja,fpt-cloud-portal/fpt-cloud-portal,/docs/en/fpt-cloud-portal/fpt-cloud-portal,/docs/ja/fpt-cloud-portal/fpt-cloud-portal
en,ja,fpt-cloud-waf/Initial Setup,/docs/en/fpt-cloud-waf/Initial Setup,/docs/ja/fpt-cloud-waf/Initial Setup
en,ja,fpt-cloud-waf/create-a-new-waf-server,/docs/en/fpt-cloud-waf/create-a-new-waf-server,/docs/ja/fpt-cloud-waf/create-a-new-waf-server
en,ja,fpt-cloud-waf/log-in-to-waf-dashboard,/docs/en/fpt-cloud-waf/log-in-to-waf-dashboard,/docs/ja/fpt-cloud-waf/log-in-to-waf-dashboard
en,ja,fpt-cloud-waf/manage-security-rule-set,/docs/en/fpt-cloud-waf/manage-security-rule-set,/docs/ja/fpt-cloud-waf/manage-security-rule-set
en,ja,fpt-cloud-waf/manage-ssl-certificate,/docs/en/fpt-cloud-waf/manage-ssl-certificate,/docs/ja/fpt-cloud-waf/manage-ssl-certificate
en,ja,fpt-cloud-waf/manage-stream-host,/docs/en/fpt-cloud-waf/manage-stream-host,/docs/ja/fpt-cloud-waf/manage-stream-host
en,ja,fpt-cloud-waf/manage-waf-server-with-waf-dashboard,/docs/en/fpt-cloud-waf/manage-waf-server-with-waf-dashboard,/docs/ja/fpt-cloud-waf/manage-waf-server-with-waf-dashboard
en,ja,fpt-cloud-waf/monitor-waf-server-with-dashboard-overview,/docs/en/fpt-cloud-waf/monitor-waf-server-with-dashboard-overview,/docs/ja/fpt-cloud-waf/monitor-waf-server-with-dashboard-overview
en,ja,fpt-cloud-waf/tutorials-create-a-new-waf-server,/docs/en/fpt-cloud-waf/tutorials-create-a-new-waf-server,/docs/ja/fpt-cloud-waf/tutorials-create-a-new-waf-server
en,ja,fpt-cloud-waf/tutorials-log-in-to-waf-dashboard,/docs/en/fpt-cloud-waf/tutorials-log-in-to-waf-dashboard,/docs/ja/fpt-cloud-waf/tutorials-log-in-to-waf-dashboard
en,ja,fpt-cloud-waf/update-information-of-the-WAF-server,/docs/en/fpt-cloud-waf/update-information-of-the-WAF-server,/docs/ja/fpt-cloud-waf/update-information-of-the-WAF-server
en,ja,fpt-cloud-wapples/fpt-cloud-wapples,/docs/en/fpt-cloud-wapples/fpt-cloud-wapples,/docs/ja/fpt-cloud-wapples/fpt-cloud-wapples
en,ja,fpt-container-registry/deleting-an-image-or-artifact-in-a-repository,/docs/en/fpt-container-registry/deleting-an-image-or-artifact-in-a-repository,/docs/ja/fpt-container-registry/deleting-an-image-or-artifact-in-a-repository
en,ja,fpt-container-registry/docker-cli,/docs/en/fpt-container-registry/docker-cli,/docs/ja/fpt-container-registry/docker-cli
en,ja,fpt-container-registry/managing-repositories-on-the-fpt-cloud-portal,/docs/en/fpt-container-registry/managing-repositories-on-the-fpt-cloud-portal,/docs/ja/fpt-container-registry/managing-repositories-on-the-fpt-cloud-portal
en,ja,fpt-container-registry/pulling-docker-image-from-fpt-container-registry-to-local,/docs/en/fpt-container-registry/pulling-docker-image-from-fpt-container-registry-to-local,/docs/ja/fpt-container-registry/pulling-docker-image-from-fpt-container-registry-to-local
en,ja,fpt-container-registry/tagging-and-pushing-images-to-fpt-container-registry,/docs/en/fpt-container-registry/tagging-and-pushing-images-to-fpt-container-registry,/docs/ja/fpt-container-registry/tagging-and-pushing-images-to-fpt-container-registry
en,ja,fpt-container-registry/view-repositories-list,/docs/en/fpt-container-registry/view-repositories-list,/docs/ja/fpt-container-registry/view-repositories-list
en,ja,fpt-jenkins-ci/fpt-jenkins-ci,/docs/en/fpt-jenkins-ci/fpt-jenkins-ci,/docs/ja/fpt-jenkins-ci/fpt-jenkins-ci
en,ja,fpt-kafka/fpt-kafka,/docs/en/fpt-kafka/fpt-kafka,/docs/ja/fpt-kafka/fpt-kafka
en,ja,fpt-key-vault/Auth-Method-Management,/docs/en/fpt-key-vault/Auth-Method-Management,/docs/ja/fpt-key-vault/Auth-Method-Management
en,ja,fpt-key-vault/Create-Auth-Method,/docs/en/fpt-key-vault/Create-Auth-Method,/docs/ja/fpt-key-vault/Create-Auth-Method
en,ja,fpt-key-vault/Create-Policy,/docs/en/fpt-key-vault/Create-Policy,/docs/ja/fpt-key-vault/Create-Policy
en,ja,fpt-key-vault/Create-Role,/docs/en/fpt-key-vault/Create-Role,/docs/ja/fpt-key-vault/Create-Role
en,ja,fpt-key-vault/Create-Secret-Engine,/docs/en/fpt-key-vault/Create-Secret-Engine,/docs/ja/fpt-key-vault/Create-Secret-Engine
en,ja,fpt-key-vault/Create-Secret-in-Secret-Engine,/docs/en/fpt-key-vault/Create-Secret-in-Secret-Engine,/docs/ja/fpt-key-vault/Create-Secret-in-Secret-Engine
en,ja,fpt-key-vault/Create-Vault-Instance,/docs/en/fpt-key-vault/Create-Vault-Instance,/docs/ja/fpt-key-vault/Create-Vault-Instance
en,ja,fpt-key-vault/Delete-Policy,/docs/en/fpt-key-vault/Delete-Policy,/docs/ja/fpt-key-vault/Delete-Policy
en,ja,fpt-key-vault/Delete-Secret,/docs/en/fpt-key-vault/Delete-Secret,/docs/ja/fpt-key-vault/Delete-Secret
en,ja,fpt-key-vault/Delete-Secret-Engine,/docs/en/fpt-key-vault/Delete-Secret-Engine,/docs/ja/fpt-key-vault/Delete-Secret-Engine
en,ja,fpt-key-vault/Initial-Setup,/docs/en/fpt-key-vault/Initial-Setup,/docs/ja/fpt-key-vault/Initial-Setup
en,ja,fpt-key-vault/Policy-management,/docs/en/fpt-key-vault/Policy-management,/docs/ja/fpt-key-vault/Policy-management
en,ja,fpt-key-vault/Secret-Engine-Management,/docs/en/fpt-key-vault/Secret-Engine-Management,/docs/ja/fpt-key-vault/Secret-Engine-Management
en,ja,fpt-key-vault/Secret-management,/docs/en/fpt-key-vault/Secret-management,/docs/ja/fpt-key-vault/Secret-management
en,ja,fpt-key-vault/View-and-Update-Secret-information,/docs/en/fpt-key-vault/View-and-Update-Secret-information,/docs/ja/fpt-key-vault/View-and-Update-Secret-information
en,ja,fpt-kubernetes-engine-with-gpu/fpt-kubernetes-engine-with-gpu,/docs/en/fpt-kubernetes-engine-with-gpu/fpt-kubernetes-engine-with-gpu,/docs/ja/fpt-kubernetes-engine-with-gpu/fpt-kubernetes-engine-with-gpu
en,ja,fpt-message-bus/Create-Subscriptions,/docs/en/fpt-message-bus/Create-Subscriptions,/docs/ja/fpt-message-bus/Create-Subscriptions
en,ja,fpt-message-bus/Create-queues,/docs/en/fpt-message-bus/Create-queues,/docs/ja/fpt-message-bus/Create-queues
en,ja,fpt-message-bus/Create-topics,/docs/en/fpt-message-bus/Create-topics,/docs/ja/fpt-message-bus/Create-topics
en,ja,fpt-message-bus/Delete-queues,/docs/en/fpt-message-bus/Delete-queues,/docs/ja/fpt-message-bus/Delete-queues
en,ja,fpt-message-bus/Delete-topics,/docs/en/fpt-message-bus/Delete-topics,/docs/ja/fpt-message-bus/Delete-topics
en,ja,fpt-message-bus/Edit-topics,/docs/en/fpt-message-bus/Edit-topics,/docs/ja/fpt-message-bus/Edit-topics
en,ja,fpt-message-bus/Manage-Queues,/docs/en/fpt-message-bus/Manage-Queues,/docs/ja/fpt-message-bus/Manage-Queues
en,ja,fpt-message-bus/Manage-topics,/docs/en/fpt-message-bus/Manage-topics,/docs/ja/fpt-message-bus/Manage-topics
en,ja,fpt-message-bus/Quick-Starts,/docs/en/fpt-message-bus/Quick-Starts,/docs/ja/fpt-message-bus/Quick-Starts
en,ja,fpt-message-bus/Send-Receive-messages-in-queues,/docs/en/fpt-message-bus/Send-Receive-messages-in-queues,/docs/ja/fpt-message-bus/Send-Receive-messages-in-queues
en,ja,fpt-message-bus/Send-Receive-messages-in-topics,/docs/en/fpt-message-bus/Send-Receive-messages-in-topics,/docs/ja/fpt-message-bus/Send-Receive-messages-in-topics
en,ja,fpt-message-bus/View-queues,/docs/en/fpt-message-bus/View-queues,/docs/ja/fpt-message-bus/View-queues
en,ja,fpt-message-bus/fpt-message-bus,/docs/en/fpt-message-bus/fpt-message-bus,/docs/ja/fpt-message-bus/fpt-message-bus
en,ja,fpt-object-storage/fpt-object-storage,/docs/en/fpt-object-storage/fpt-object-storage,/docs/ja/fpt-object-storage/fpt-object-storage
en,ja,fpt-object-storage/tutorials-access-key-management,/docs/en/fpt-object-storage/tutorials-access-key-management,/docs/ja/fpt-object-storage/tutorials-access-key-management
en,ja,fpt-object-storage/tutorials-bucket,/docs/en/fpt-object-storage/tutorials-bucket,/docs/ja/fpt-object-storage/tutorials-bucket
en,ja,fpt-object-storage/tutorials-bucket-config,/docs/en/fpt-object-storage/tutorials-bucket-config,/docs/ja/fpt-object-storage/tutorials-bucket-config
en,ja,fpt-object-storage/tutorials-integrate-fpt-object-storage-with-s3-client,/docs/en/fpt-object-storage/tutorials-integrate-fpt-object-storage-with-s3-client,/docs/ja/fpt-object-storage/tutorials-integrate-fpt-object-storage-with-s3-client
en,ja,fpt-object-storage/tutorials-object,/docs/en/fpt-object-storage/tutorials-object,/docs/ja/fpt-object-storage/tutorials-object
en,ja,fpt-object-storage/tutorials-permissions,/docs/en/fpt-object-storage/tutorials-permissions,/docs/ja/fpt-object-storage/tutorials-permissions
en,ja,fpt-object-storage/tutorials-subuser-management,/docs/en/fpt-object-storage/tutorials-subuser-management,/docs/ja/fpt-object-storage/tutorials-subuser-management
en,ja,fpt-object-storage/tutorials-using-object-storage-on-fpt-portal,/docs/en/fpt-object-storage/tutorials-using-object-storage-on-fpt-portal,/docs/ja/fpt-object-storage/tutorials-using-object-storage-on-fpt-portal
en,ja,fpt-object-storage/tutorials-using-object-storage-on-s3-browser,/docs/en/fpt-object-storage/tutorials-using-object-storage-on-s3-browser,/docs/ja/fpt-object-storage/tutorials-using-object-storage-on-s3-browser
en,ja,gateway/gateway,/docs/en/gateway/gateway,/docs/ja/gateway/gateway
en,ja,gpu-container/gpu-container,/docs/en/gpu-container/gpu-container,/docs/ja/gpu-container/gpu-container
en,ja,gpu-virtual-machine-en/access-to-servers,/docs/en/gpu-virtual-machine-en/access-to-servers,/docs/ja/gpu-virtual-machine-en/access-to-servers
en,ja,gpu-virtual-machine-en/block-storage,/docs/en/gpu-virtual-machine-en/block-storage,/docs/ja/gpu-virtual-machine-en/block-storage
en,ja,gpu-virtual-machine-en/create-a-gpu-vm,/docs/en/gpu-virtual-machine-en/create-a-gpu-vm,/docs/ja/gpu-virtual-machine-en/create-a-gpu-vm
en,ja,gpu-virtual-machine-en/create-a-security-group,/docs/en/gpu-virtual-machine-en/create-a-security-group,/docs/ja/gpu-virtual-machine-en/create-a-security-group
en,ja,gpu-virtual-machine-en/create-a-snapshot,/docs/en/gpu-virtual-machine-en/create-a-snapshot,/docs/ja/gpu-virtual-machine-en/create-a-snapshot
en,ja,gpu-virtual-machine-en/create-a-subnet,/docs/en/gpu-virtual-machine-en/create-a-subnet,/docs/ja/gpu-virtual-machine-en/create-a-subnet
en,ja,gpu-virtual-machine-en/custom-images,/docs/en/gpu-virtual-machine-en/custom-images,/docs/ja/gpu-virtual-machine-en/custom-images
en,ja,gpu-virtual-machine-en/faq,/docs/en/gpu-virtual-machine-en/faq,/docs/ja/gpu-virtual-machine-en/faq
en,ja,gpu-virtual-machine-en/floating-ip,/docs/en/gpu-virtual-machine-en/floating-ip,/docs/ja/gpu-virtual-machine-en/floating-ip
en,ja,gpu-virtual-machine-en/fpt_images,/docs/en/gpu-virtual-machine-en/fpt_images,/docs/ja/gpu-virtual-machine-en/fpt_images
en,ja,gpu-virtual-machine-en/gpu-virtual-machine-en,/docs/en/gpu-virtual-machine-en/gpu-virtual-machine-en,/docs/ja/gpu-virtual-machine-en/gpu-virtual-machine-en
en,ja,gpu-virtual-machine-en/manage-gpu-vms,/docs/en/gpu-virtual-machine-en/manage-gpu-vms,/docs/ja/gpu-virtual-machine-en/manage-gpu-vms
en,ja,gpu-virtual-machine-en/monitor-gpu-vms,/docs/en/gpu-virtual-machine-en/monitor-gpu-vms,/docs/ja/gpu-virtual-machine-en/monitor-gpu-vms
en,ja,gpu-virtual-machine-en/overview,/docs/en/gpu-virtual-machine-en/overview,/docs/ja/gpu-virtual-machine-en/overview
en,ja,gpu-virtual-machine-en/pfsense-network-gateway,/docs/en/gpu-virtual-machine-en/pfsense-network-gateway,/docs/ja/gpu-virtual-machine-en/pfsense-network-gateway
en,ja,gpu-virtual-machine-en/quick-start,/docs/en/gpu-virtual-machine-en/quick-start,/docs/ja/gpu-virtual-machine-en/quick-start
en,ja,huong-dan-su-dung-grafana/huong-dan-su-dung-grafana,/docs/en/huong-dan-su-dung-grafana/huong-dan-su-dung-grafana,/docs/ja/huong-dan-su-dung-grafana/huong-dan-su-dung-grafana
en,ja,iam/2FA configuration,/docs/en/iam/2FA configuration,/docs/ja/iam/2FA configuration
en,ja,iam/Change password,/docs/en/iam/Change password,/docs/ja/iam/Change password
en,ja,iam/Check Activity logs,/docs/en/iam/Check Activity logs,/docs/ja/iam/Check Activity logs
en,ja,iam/Create an account and access the invited VPC,/docs/en/iam/Create an account and access the invited VPC,/docs/ja/iam/Create an account and access the invited VPC
en,ja,iam/Create-a-Role-and-Assign-Permissions-to-the-Role,/docs/en/iam/Create-a-Role-and-Assign-Permissions-to-the-Role,/docs/ja/iam/Create-a-Role-and-Assign-Permissions-to-the-Role
en,ja,iam/Delete IP access record.,/docs/en/iam/Delete IP access record.,/docs/ja/iam/Delete IP access record.
en,ja,iam/Initial Setup,/docs/en/iam/Initial Setup,/docs/ja/iam/Initial Setup
en,ja,iam/Invite new IAM users,/docs/en/iam/Invite new IAM users,/docs/ja/iam/Invite new IAM users
en,ja,iam/Manage IAM Users,/docs/en/iam/Manage IAM Users,/docs/ja/iam/Manage IAM Users
en,ja,iam/Role-Overview,/docs/en/iam/Role-Overview,/docs/ja/iam/Role-Overview
en,ja,iam/edit-role-and-permissions,/docs/en/iam/edit-role-and-permissions,/docs/ja/iam/edit-role-and-permissions
en,ja,iam/manage-user-groups,/docs/en/iam/manage-user-groups,/docs/ja/iam/manage-user-groups
en,ja,iam/overview-iam-user,/docs/en/iam/overview-iam-user,/docs/ja/iam/overview-iam-user
en,ja,iam/overview-ip-access,/docs/en/iam/overview-ip-access,/docs/ja/iam/overview-ip-access
en,ja,iam/overview-user-group,/docs/en/iam/overview-user-group,/docs/ja/iam/overview-user-group
en,ja,iam/view-detail-user-group,/docs/en/iam/view-detail-user-group,/docs/ja/iam/view-detail-user-group
en,ja,iam/view-list-user-group,/docs/en/iam/view-list-user-group,/docs/ja/iam/view-list-user-group
en,ja,incident-management/incident-management-overview,/docs/en/incident-management/incident-management-overview,/docs/ja/incident-management/incident-management-overview
en,ja,managed-fpt-database-engine/Initial-setup,/docs/en/managed-fpt-database-engine/Initial-setup,/docs/ja/managed-fpt-database-engine/Initial-setup
en,ja,managed-fpt-database-engine/Version-List,/docs/en/managed-fpt-database-engine/Version-List,/docs/ja/managed-fpt-database-engine/Version-List
en,ja,managed-fpt-database-engine/access-console,/docs/en/managed-fpt-database-engine/access-console,/docs/ja/managed-fpt-database-engine/access-console
en,ja,managed-fpt-database-engine/active-db-service,/docs/en/managed-fpt-database-engine/active-db-service,/docs/ja/managed-fpt-database-engine/active-db-service
en,ja,managed-fpt-database-engine/backup-job-mgmt,/docs/en/managed-fpt-database-engine/backup-job-mgmt,/docs/ja/managed-fpt-database-engine/backup-job-mgmt
en,ja,managed-fpt-database-engine/backup-mgmt,/docs/en/managed-fpt-database-engine/backup-mgmt,/docs/ja/managed-fpt-database-engine/backup-mgmt
en,ja,managed-fpt-database-engine/backup-restore,/docs/en/managed-fpt-database-engine/backup-restore,/docs/ja/managed-fpt-database-engine/backup-restore
en,ja,managed-fpt-database-engine/benchmark-sysbench,/docs/en/managed-fpt-database-engine/benchmark-sysbench,/docs/ja/managed-fpt-database-engine/benchmark-sysbench
en,ja,managed-fpt-database-engine/clickhouse-use-ha,/docs/en/managed-fpt-database-engine/clickhouse-use-ha,/docs/ja/managed-fpt-database-engine/clickhouse-use-ha
en,ja,managed-fpt-database-engine/create-db,/docs/en/managed-fpt-database-engine/create-db,/docs/ja/managed-fpt-database-engine/create-db
en,ja,managed-fpt-database-engine/database-engine-version,/docs/en/managed-fpt-database-engine/database-engine-version,/docs/ja/managed-fpt-database-engine/database-engine-version
en,ja,managed-fpt-database-engine/db-connect,/docs/en/managed-fpt-database-engine/db-connect,/docs/ja/managed-fpt-database-engine/db-connect
en,ja,managed-fpt-database-engine/db-engine-service,/docs/en/managed-fpt-database-engine/db-engine-service,/docs/ja/managed-fpt-database-engine/db-engine-service
en,ja,managed-fpt-database-engine/db-manage-operate,/docs/en/managed-fpt-database-engine/db-manage-operate,/docs/ja/managed-fpt-database-engine/db-manage-operate
en,ja,managed-fpt-database-engine/db-operation,/docs/en/managed-fpt-database-engine/db-operation,/docs/ja/managed-fpt-database-engine/db-operation
en,ja,managed-fpt-database-engine/db-view-detail,/docs/en/managed-fpt-database-engine/db-view-detail,/docs/ja/managed-fpt-database-engine/db-view-detail
en,ja,managed-fpt-database-engine/deactive-db-service,/docs/en/managed-fpt-database-engine/deactive-db-service,/docs/ja/managed-fpt-database-engine/deactive-db-service
en,ja,managed-fpt-database-engine/deployment-model,/docs/en/managed-fpt-database-engine/deployment-model,/docs/ja/managed-fpt-database-engine/deployment-model
en,ja,managed-fpt-database-engine/fde-glossary,/docs/en/managed-fpt-database-engine/fde-glossary,/docs/ja/managed-fpt-database-engine/fde-glossary
en,ja,managed-fpt-database-engine/iam,/docs/en/managed-fpt-database-engine/iam,/docs/ja/managed-fpt-database-engine/iam
en,ja,managed-fpt-database-engine/kafka-user,/docs/en/managed-fpt-database-engine/kafka-user,/docs/ja/managed-fpt-database-engine/kafka-user
en,ja,managed-fpt-database-engine/logs,/docs/en/managed-fpt-database-engine/logs,/docs/ja/managed-fpt-database-engine/logs
en,ja,managed-fpt-database-engine/maintenance,/docs/en/managed-fpt-database-engine/maintenance,/docs/ja/managed-fpt-database-engine/maintenance
en,ja,managed-fpt-database-engine/maintenance-window,/docs/en/managed-fpt-database-engine/maintenance-window,/docs/ja/managed-fpt-database-engine/maintenance-window
en,ja,managed-fpt-database-engine/monitoring,/docs/en/managed-fpt-database-engine/monitoring,/docs/ja/managed-fpt-database-engine/monitoring
en,ja,managed-fpt-database-engine/mysql-troubleshooting,/docs/en/managed-fpt-database-engine/mysql-troubleshooting,/docs/ja/managed-fpt-database-engine/mysql-troubleshooting
en,ja,managed-fpt-database-engine/network-connectivity,/docs/en/managed-fpt-database-engine/network-connectivity,/docs/ja/managed-fpt-database-engine/network-connectivity
en,ja,managed-fpt-database-engine/notification,/docs/en/managed-fpt-database-engine/notification,/docs/ja/managed-fpt-database-engine/notification
en,ja,managed-fpt-database-engine/on-off-pitr,/docs/en/managed-fpt-database-engine/on-off-pitr,/docs/ja/managed-fpt-database-engine/on-off-pitr
en,ja,managed-fpt-database-engine/param,/docs/en/managed-fpt-database-engine/param,/docs/ja/managed-fpt-database-engine/param
en,ja,managed-fpt-database-engine/push-s3,/docs/en/managed-fpt-database-engine/push-s3,/docs/ja/managed-fpt-database-engine/push-s3
en,ja,managed-fpt-database-engine/register-account,/docs/en/managed-fpt-database-engine/register-account,/docs/ja/managed-fpt-database-engine/register-account
en,ja,managed-fpt-database-engine/report,/docs/en/managed-fpt-database-engine/report,/docs/ja/managed-fpt-database-engine/report
en,ja,managed-fpt-database-engine/report-export,/docs/en/managed-fpt-database-engine/report-export,/docs/ja/managed-fpt-database-engine/report-export
en,ja,managed-fpt-database-engine/report-schedule,/docs/en/managed-fpt-database-engine/report-schedule,/docs/ja/managed-fpt-database-engine/report-schedule
en,ja,managed-fpt-database-engine/resource,/docs/en/managed-fpt-database-engine/resource,/docs/ja/managed-fpt-database-engine/resource
en,ja,managed-fpt-database-engine/restore-db,/docs/en/managed-fpt-database-engine/restore-db,/docs/ja/managed-fpt-database-engine/restore-db
en,ja,managed-fpt-database-engine/role,/docs/en/managed-fpt-database-engine/role,/docs/ja/managed-fpt-database-engine/role
en,ja,managed-fpt-database-engine/subnet,/docs/en/managed-fpt-database-engine/subnet,/docs/ja/managed-fpt-database-engine/subnet
en,ja,managed-fpt-database-engine/upgrade-version,/docs/en/managed-fpt-database-engine/upgrade-version,/docs/ja/managed-fpt-database-engine/upgrade-version
en,ja,managed-fpt-database-engine/user-group,/docs/en/managed-fpt-database-engine/user-group,/docs/ja/managed-fpt-database-engine/user-group
en,ja,managed-fpt-database-engine/version-policy,/docs/en/managed-fpt-database-engine/version-policy,/docs/ja/managed-fpt-database-engine/version-policy
en,ja,managed-fpt-database-engine/vertical-scaling,/docs/en/managed-fpt-database-engine/vertical-scaling,/docs/ja/managed-fpt-database-engine/vertical-scaling
en,ja,managed-fpt-database-engine/view-db-list,/docs/en/managed-fpt-database-engine/view-db-list,/docs/ja/managed-fpt-database-engine/view-db-list
en,ja,managed-fpt-kubernetes-engine/add-worker-group,/docs/en/managed-fpt-kubernetes-engine/add-worker-group,/docs/ja/managed-fpt-kubernetes-engine/add-worker-group
en,ja,managed-fpt-kubernetes-engine/delete-k8s-cluster,/docs/en/managed-fpt-kubernetes-engine/delete-k8s-cluster,/docs/ja/managed-fpt-kubernetes-engine/delete-k8s-cluster
en,ja,managed-fpt-kubernetes-engine/get-cluster-access-information,/docs/en/managed-fpt-kubernetes-engine/get-cluster-access-information,/docs/ja/managed-fpt-kubernetes-engine/get-cluster-access-information
en,ja,managed-fpt-kubernetes-engine/gpu-fpt-cloud,/docs/en/managed-fpt-kubernetes-engine/gpu-fpt-cloud,/docs/ja/managed-fpt-kubernetes-engine/gpu-fpt-cloud
en,ja,managed-fpt-kubernetes-engine/gpu-fpt-cloud-k8s,/docs/en/managed-fpt-kubernetes-engine/gpu-fpt-cloud-k8s,/docs/ja/managed-fpt-kubernetes-engine/gpu-fpt-cloud-k8s
en,ja,managed-fpt-kubernetes-engine/list-created-cluster,/docs/en/managed-fpt-kubernetes-engine/list-created-cluster,/docs/ja/managed-fpt-kubernetes-engine/list-created-cluster
en,ja,managed-fpt-kubernetes-engine/managed-fpt-kubernetes-engine,/docs/en/managed-fpt-kubernetes-engine/managed-fpt-kubernetes-engine,/docs/ja/managed-fpt-kubernetes-engine/managed-fpt-kubernetes-engine
en,ja,managed-fpt-kubernetes-engine/managing-k8s-cluster,/docs/en/managed-fpt-kubernetes-engine/managing-k8s-cluster,/docs/ja/managed-fpt-kubernetes-engine/managing-k8s-cluster
en,ja,managed-fpt-kubernetes-engine/upgrade-k8s-version,/docs/en/managed-fpt-kubernetes-engine/upgrade-k8s-version,/docs/ja/managed-fpt-kubernetes-engine/upgrade-k8s-version
en,ja,managed-fpt-kubernetes-engine/why-you-should-use-gpu-in-cloud,/docs/en/managed-fpt-kubernetes-engine/why-you-should-use-gpu-in-cloud,/docs/ja/managed-fpt-kubernetes-engine/why-you-should-use-gpu-in-cloud
en,ja,managed-fpt-kubernetes-engine/why-you-should-use-gpu-in-k8s,/docs/en/managed-fpt-kubernetes-engine/why-you-should-use-gpu-in-k8s,/docs/ja/managed-fpt-kubernetes-engine/why-you-should-use-gpu-in-k8s
en,ja,managed-gpu-cluster-kubernetes-ja/managed-gpu-cluster-kubernetes-ja,/docs/en/managed-gpu-cluster-kubernetes-ja/managed-gpu-cluster-kubernetes-ja,/docs/ja/managed-gpu-cluster-kubernetes-ja/managed-gpu-cluster-kubernetes-ja
en,ja,metal-cloud-ja/metal-cloud-ja,/docs/en/metal-cloud-ja/metal-cloud-ja,/docs/ja/metal-cloud-ja/metal-cloud-ja
en,ja,model-fine-tuning/about-jaist,/docs/en/model-fine-tuning/about-jaist,/docs/ja/model-fine-tuning/about-jaist
en,ja,model-fine-tuning/business-impact,/docs/en/model-fine-tuning/business-impact,/docs/ja/model-fine-tuning/business-impact
en,ja,model-fine-tuning/cancel-pipeline,/docs/en/model-fine-tuning/cancel-pipeline,/docs/ja/model-fine-tuning/cancel-pipeline
en,ja,model-fine-tuning/challenges,/docs/en/model-fine-tuning/challenges,/docs/ja/model-fine-tuning/challenges
en,ja,model-fine-tuning/delete-pipeline,/docs/en/model-fine-tuning/delete-pipeline,/docs/ja/model-fine-tuning/delete-pipeline
en,ja,model-fine-tuning/edit-pipeline,/docs/en/model-fine-tuning/edit-pipeline,/docs/ja/model-fine-tuning/edit-pipeline
en,ja,model-fine-tuning/execution-details,/docs/en/model-fine-tuning/execution-details,/docs/ja/model-fine-tuning/execution-details
en,ja,model-fine-tuning/execution-history,/docs/en/model-fine-tuning/execution-history,/docs/ja/model-fine-tuning/execution-history
