level,label,url,parent
4,Xây dựng một website tĩnh bằng FPT Object Storage,https://fptcloud.com/documents/object-storage/?doc=xay-dung-mot-website-tinh-bang-fpt-object-storage,Một số gợi ý mẫu (Samples)
4,Mount bucket thành ổ đĩa trên máy local,https://fptcloud.com/documents/object-storage/?doc=mount-bucket-thanh-o-dia-tren-may-local,Một số gợi ý mẫu (Samples)
4,Clone dữ liệu giữa hai bucket khác nhau,https://fptcloud.com/documents/object-storage/?doc=clone-du-lieu-giua-hai-bucket-khac-nhau,Một số gợi ý mẫu (Samples)
4,Phân quyền sử dụng bucket cho các subuser,https://fptcloud.com/documents/object-storage/?doc=phan-quyen-su-dung-bucket-cho-cac-subuser,Một số gợi ý mẫu (Samples)
2,File Storage - High Performance,https://fptcloud.com/documents/file-storage-high-performance/,FPT Storage
3,Initial Setup,,File Storage - High Performance
4,Initial Setup,https://fptcloud.com/documents/file-storage-high-performance/?doc=initial-setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,File Storage - High Performance
4,Region Việt Nam,https://fptcloud.com/documents/file-storage-high-performance/?doc=region-viet-nam,Hướng dẫn chi tiết (Tutorials)
5,Quản lý MountPoint,https://fptcloud.com/documents/file-storage-high-performance/?doc=quan-ly-mountpoint,Region Việt Nam
5,Sử dụng File Storage - High Performance trên Baremetal (GPU Server),https://fptcloud.com/documents/file-storage-high-performance/?doc=vn-su-dung-file-storage-high-performance-tren-baremetal-gpu-server,Region Việt Nam
5,Sử dụng File Storage - High Performance trên Kubernetes (K8S Cluster),https://fptcloud.com/documents/file-storage-high-performance/?doc=S%E1%BB%AD%20d%E1%BB%A5ng%20File%20Storage%20-%20High%20Performance%20tr%C3%AAn%20Kubernetes%20(K8S%20Cluster),Region Việt Nam
4,Region Nhật Bản,https://fptcloud.com/documents/file-storage-high-performance/?doc=region-nhat-ban,Hướng dẫn chi tiết (Tutorials)
5,Sử dụng File Storage - High Performance trên Baremetal (GPU Server),https://fptcloud.com/documents/file-storage-high-performance/?doc=japan-su-dung-file-storage-high-performance-tren-baremetal-gpu-server,Region Nhật Bản
3,FAQ,,File Storage - High Performance
3,Một số gợi ý mẫu (Samples),,File Storage - High Performance
1,FPT Network,,
2,VPN Site-to-Site,https://fptcloud.com/documents/vpn-site-to-site-0/,FPT Network
3,Overviews,,VPN Site-to-Site
4,Giới thiệu chi tiết,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=overviews-vpn,Overviews
3,Initial Setup,,VPN Site-to-Site
4,Initial Setup,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=initial-setup,Initial Setup
3,Hướng dẫn nhanh (Quick Starts),,VPN Site-to-Site
4,Khởi tạo VPN Site-to-Site,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=Create-VPN-S2S-connection,Hướng dẫn nhanh (Quick Starts)
4,Xem thông tin VPN,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=view-VPN-detail-information,Hướng dẫn nhanh (Quick Starts)
3,Hướng dẫn chi tiết (Tutorials),,VPN Site-to-Site
4,Disable VPN-Site-to-Site,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=disable-VPN-S2S-connection,Hướng dẫn chi tiết (Tutorials)
4,Enable VPN-Site-to-Site,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=enable-VPN-S2S-connection,Hướng dẫn chi tiết (Tutorials)
4,Edit VPN Information,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=edit-VPN-S2S-information,Hướng dẫn chi tiết (Tutorials)
4,Edit Security Profile,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=edit-security-profile,Hướng dẫn chi tiết (Tutorials)
4,Download Config VPN Site-to-Site,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=download-config-VPN-S2S,Hướng dẫn chi tiết (Tutorials)
4,Xóa VPN Site-to-Site,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=delete-VPN-S2S-connection,Hướng dẫn chi tiết (Tutorials)
4,Kiểm tra hoạt động VPN-Activity,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=VPN-S2S-check-activity-logs,Hướng dẫn chi tiết (Tutorials)
3,FAQs,,VPN Site-to-Site
4,Authenticate-Certificate mode,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=authenticate-certificate-mode,FAQs
3,VPN Site to Site (new version),,VPN Site-to-Site
4,Cấu hình thiết bị VPN phổ biến,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=common-config,VPN Site to Site (new version)
5,Cấu hình VPN Site-to-Site với Palo Alto,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=connect-palo-alto,Cấu hình thiết bị VPN phổ biến
5,Cấu hình VPN Site-to-Site với PfSense,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=connect-pfsense,Cấu hình thiết bị VPN phổ biến
5,Cấu hình VPN Site-to-Site với strongSwan,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=connect-strongswan,Cấu hình thiết bị VPN phổ biến
5,Cấu hình VPN Site-to-Site với Vyos 1.5,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=connect-vyos-1.5,Cấu hình thiết bị VPN phổ biến
5,Cấu hình VPN Site-to-Site với CheckPoint R81.20,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=connect-checkpoint-r8120,Cấu hình thiết bị VPN phổ biến
5,Cấu hình kết nối VPN Site-to-Site giữa FCI Cloud và AWS (Transit-Gateway),https://fptcloud.com/documents/vpn-site-to-site-0/?doc=connect-fci-aws-transitgw,Cấu hình thiết bị VPN phổ biến
5,Cấu hình kết nối VPN Site-to-Site giữa FCI Cloud và AWS (Virtual private gateways),https://fptcloud.com/documents/vpn-site-to-site-0/?doc=connect-fci-aws-virtualgw,Cấu hình thiết bị VPN phổ biến
5,Cấu hình kết nối VPN Site-to-Site giữa Portal OpenStack và VMware,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=connect-fci-vmware,Cấu hình thiết bị VPN phổ biến
5,Cấu hình VPN Site-to-Site với Fortigate,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=connect-fci-fortigate,Cấu hình thiết bị VPN phổ biến
5,Cấu hình VPN Site-to-Site với các thiết bị NAT IP,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=connect-behind-NAT,Cấu hình thiết bị VPN phổ biến
4,Quản lý & thao tác VPN Connection,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=action-management,VPN Site to Site (new version)
5,Hướng dẫn khởi tạo VPN Connection,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=create-vpn-connection,Quản lý & thao tác VPN Connection
5,Hướng dẫn chỉnh sửa VPN Connection,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=edit-vpn-connection,Quản lý & thao tác VPN Connection
5,Hướng dẫn enable/disable VPN Connection,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=enable-disable-vpn-connection,Quản lý & thao tác VPN Connection
5,Hướng dẫn xóa VPN Connection,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=xoa-vpn-connection,Quản lý & thao tác VPN Connection
5,Hướng dẫn download file config VPN,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=tai-file-cau-hinh-vpn,Quản lý & thao tác VPN Connection
5,Hướng dẫn kết nối thiết bị Behind NAT IP,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=ket-noi-thiet-bi-behind-NAT-IP,Quản lý & thao tác VPN Connection
5,Hướng dẫn tạo Customer gateway,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=create-customergw,Quản lý & thao tác VPN Connection
5,Hướng dẫn chỉnh sửa Customer gateway,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=edit-customergw,Quản lý & thao tác VPN Connection
5,Hướng dẫn xoá Customer gateway,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=delete-customergw,Quản lý & thao tác VPN Connection
5,Hướng dẫn phân quyền sử dụng dịch vụ,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=service-authorization,Quản lý & thao tác VPN Connection
5,Hướng dẫn cài đặt cảnh báo thông qua dịch vụ Cloud Guard,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=set_alert,Quản lý & thao tác VPN Connection
5,Theo dõi dịch vụ thông qua tính năng logging,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=logging,Quản lý & thao tác VPN Connection
5,Theo dõi dịch vụ thông qua tính năng monitoring,https://fptcloud.com/documents/vpn-site-to-site-0/?doc=monitoring,Quản lý & thao tác VPN Connection
4,Câu hỏi thường gặp (FAQs),https://fptcloud.com/documents/vpn-site-to-site-0/?doc=faq,VPN Site to Site (new version)
2,Load Balancer,https://fptcloud.com/documents/load-balancer/,FPT Network
3,Overview,,Load Balancer
3,Initial Setup,,Load Balancer
4,Initial Setup,https://fptcloud.com/documents/load-balancer/?doc=Initial%20Setup,Initial Setup
3,Load Balancer (Tutorials),,Load Balancer
4,Quản lý Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=quan-ly-load-balancer,Load Balancer (Tutorials)
5,Khởi tạo Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=khoi-tao-load-balancer,Quản lý Load Balancer
5,Update Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=cap-nhat-load-balancer,Quản lý Load Balancer
5,Theo dõi biểu đồ giám sát Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=theo-doi-bieu-do-load-balancer,Quản lý Load Balancer
5,Thêm External member cho Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=them-external-member,Quản lý Load Balancer
5,Resize cho Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=resize-load-balancer,Quản lý Load Balancer
5,Access logs cho Load balancer,https://fptcloud.com/documents/load-balancer/?doc=access-logs,Quản lý Load Balancer
5,Tích hợp Metric/Access logs Load Balancer với FPT Monitoring (FMON),https://fptcloud.com/documents/load-balancer/?doc=tich-hop-fmon,Quản lý Load Balancer
4,Quản lý Listener,https://fptcloud.com/documents/load-balancer/?doc=quan-ly-listener,Load Balancer (Tutorials)
5,Khởi tạo Listener,https://fptcloud.com/documents/load-balancer/?doc=khoi-tao-listener,Quản lý Listener
5,Cấu hình Timeout,https://fptcloud.com/documents/load-balancer/?doc=cau-hinh-timeout,Quản lý Listener
5,Cấu hình L7 policy cho Listener,https://fptcloud.com/documents/load-balancer/?doc=chinh-sua-listener,Quản lý Listener
5,Cấu hình redirect HTTP request sang HTTPS,https://fptcloud.com/documents/load-balancer/?doc=redirect-http-request-sang-https,Quản lý Listener
5,Redirect prefix,https://fptcloud.com/documents/load-balancer/?doc=redirect-prefix,Quản lý Listener
5,Enable HSTS to HTTPS Listener,https://fptcloud.com/documents/load-balancer/?doc=enable-hsts-to-http-listener,Quản lý Listener
5,Cấu hình Allow IP/CIDR,https://fptcloud.com/documents/load-balancer/?doc=Allow-IP-CIDR,Quản lý Listener
5,Cấu hình SNI trên Load balancer,https://fptcloud.com/documents/load-balancer/?doc=SNI-load-balancer,Quản lý Listener
4,Quản lý Server Pool,https://fptcloud.com/documents/load-balancer/?doc=quan-ly-server-pool,Load Balancer (Tutorials)
5,Khởi tạo Server Pool,https://fptcloud.com/documents/load-balancer/?doc=khoi-tao-server-pool,Quản lý Server Pool
5,Thêm/bớt member cho Server pool,https://fptcloud.com/documents/load-balancer/?doc=them-bot-member-cho-server-pool,Quản lý Server Pool
5,Chỉnh sửa cấu hình Health check,https://fptcloud.com/documents/load-balancer/?doc=chinh-sua-cau-hinh-health-check,Quản lý Server Pool
4,Quản lý SSL Certificate,https://fptcloud.com/documents/load-balancer/?doc=quan-ly-ssl-certificate,Load Balancer (Tutorials)
5,Import SSL Certificate cho Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=import-ssl-certificate-cho-load-balancer,Quản lý SSL Certificate
5,Xoá SSL Certificate,https://fptcloud.com/documents/load-balancer/?doc=xoa-ssl-certificate,Quản lý SSL Certificate
3,Classic Load Balancer (Tutorials),,Load Balancer
4,Quản lý Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=manage-load-balancer,Classic Load Balancer (Tutorials)
5,Khởi tạo một Load Balancer mới,https://fptcloud.com/documents/load-balancer/?doc=khoi%20tao%20mot%20load%20balancer%20moi,Quản lý Load Balancer
5,Thêm máy ảo vào Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=them%20may%20ao%20vao%20load%20balancer,Quản lý Load Balancer
5,Xóa máy ảo khỏi Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=xoa%20may%20ao%20khoi%20load%20balancer,Quản lý Load Balancer
5,Thay đổi thông tin cấu hình Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=thay%20doi%20thong%20tin%20cau%20hinh%20load%20balancer,Quản lý Load Balancer
5,Xóa Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=xoa%20load%20balancer,Quản lý Load Balancer
4,Quản lý chứng chỉ SSL cho Load Balancer,https://fptcloud.com/documents/load-balancer/?doc=ssl-load-balancer,Classic Load Balancer (Tutorials)
5,Tạo/Import SSL Certificate,https://fptcloud.com/documents/load-balancer/?doc=tao%20import%20ssl%20certificate,Quản lý chứng chỉ SSL cho Load Balancer
5,Xem thông tin chi tiết SSL Certificate,https://fptcloud.com/documents/load-balancer/?doc=xem%20thong%20tin%20chi%20tiet%20ssl%20certificate,Quản lý chứng chỉ SSL cho Load Balancer
2,Create VPC,https://fptcloud.com/documents/create_vpc/,FPT Network
3,Initial Setup,,Create VPC
4,Initial Setup,https://fptcloud.com/documents/create_vpc/?doc=initial-setup,Initial Setup
3,Hướng dẫn nhanh (Quick Starts),,Create VPC
4,Khởi tạo VPC,https://fptcloud.com/documents/create_vpc/?doc=create-vpc,Hướng dẫn nhanh (Quick Starts)
4,Rename VPC,https://fptcloud.com/documents/create_vpc/?doc=rename-vpc,Hướng dẫn nhanh (Quick Starts)
4,Ghi nhận Activity log và Recent task status,https://fptcloud.com/documents/create_vpc/?doc=activitylog-bell,Hướng dẫn nhanh (Quick Starts)
1,FPT Container,,
2,Managed - FPT Kubernetes Engine,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/,FPT Container
3,Initial Setup,,Managed - FPT Kubernetes Engine
4,Initial Setup,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=Initial-setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,Managed - FPT Kubernetes Engine
4,Quản lý Kubernetes Cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=quan-ly-kubernetes-cluster,Hướng dẫn chi tiết (Tutorials)
5,Khởi tạo Kubernetes Cluster mới,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=khoi-ta%CC%A3o-kubernetes-cluster-moi,Quản lý Kubernetes Cluster
5,Xem danh sách Kubernetes Cluster đã tạo,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=xem-danh-sach-kubernetes-cluster-da-tao,Quản lý Kubernetes Cluster
5,Truy cập thông tin chi tiết của Cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=truy-cap-thong-tin-chi-tiet-cua-cluster,Quản lý Kubernetes Cluster
5,Lấy thông tin truy cập Cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=lay-thong-tin-truy-cap-cluster,Quản lý Kubernetes Cluster
5,Tính năng Rotate Kubeconfig,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=tinh-nang-rotate-kubeconfig,Quản lý Kubernetes Cluster
5,Xóa Kubernetes Cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=xoa-kubernetes-cluster,Quản lý Kubernetes Cluster
4,Thay đổi cấu hình K8s Cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=thay-doi-cau-hinh-k8s-cluster,Hướng dẫn chi tiết (Tutorials)
5,Thay đổi Cluster Endpoint Access,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=thay-doi-cluster-endponit-access,Thay đổi cấu hình K8s Cluster
5,Thêm Worker Group,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=them-worker-group,Thay đổi cấu hình K8s Cluster
5,Thay đổi cấu hình Internal subnet Load Balancer (CIDR),https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=thay-doi-cau-hinh-internal-subnet-load-balancer,Thay đổi cấu hình K8s Cluster
5,Chỉnh sửa label/taint cho worker group,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=chinh-sua-label-taint-cho-worker-group,Thay đổi cấu hình K8s Cluster
5,Bật/Tắt Node Auto-repair,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=bat-tat-node-auto-repair,Thay đổi cấu hình K8s Cluster
5,Tính năng chuyển worker group base,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=chuyen-worker-group-base,Thay đổi cấu hình K8s Cluster
5,Nâng cấp K8S version,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=nang-cap-k8s-version,Thay đổi cấu hình K8s Cluster
5,Cluster Autoscale,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=cluster-autoscale,Thay đổi cấu hình K8s Cluster
4,Triển khai ứng dụng trên worker pool,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=trien-khai-ung-dung-tren-worker-pool,Hướng dẫn chi tiết (Tutorials)
4,Tính năng scale in chỉ định node trong cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=scale-in-chi-dinh-node,Hướng dẫn chi tiết (Tutorials)
4,Service Type Load-Balancer,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=service-type-load-balancer,Hướng dẫn chi tiết (Tutorials)
4,Persistent Storage,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=persistent-storage,Hướng dẫn chi tiết (Tutorials)
4,Tính năng Hibernate & Wake-up,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=tinh-nang-hibernate-wakeup,Hướng dẫn chi tiết (Tutorials)
4,Tính năng Đặt lịch Hibernate & Wake-up,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=tinh-nang-dat-lich-hibernate-wake-up,Hướng dẫn chi tiết (Tutorials)
4,Tính năng tự động nâng cấp phiên bản (Automatic Upgrade Version),https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=tu-dong-nang-cap-version,Hướng dẫn chi tiết (Tutorials)
5,Giới thiệu chung về quy trình quản lý version Kubernetes trên FPTCloud,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=gioi-thieu-chung-ve-quy-trinh-quan-ly-version,Tính năng tự động nâng cấp phiên bản (Automatic Upgrade Version)
5,Hướng dẫn chi tiết sử dụng tính năng auto upgrade version,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=huong-dan-chi-tiet-su-dung-auto-upgrade,Tính năng tự động nâng cấp phiên bản (Automatic Upgrade Version)
4,FPT cloud managed kubernetes release calendar,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=fpt-cloud-managed-kubernetes-release-calendar,Hướng dẫn chi tiết (Tutorials)
4,Tính năng tăng cường bảo mật cho dịch vụ MFKE,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=tinh-nang-tang-cuong-bao-mat-mfke,Hướng dẫn chi tiết (Tutorials)
5,Tính năng Benchmark Managed Kubernetes Cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=tinh-nang-benchmark-cluster,Tính năng tăng cường bảo mật cho dịch vụ MFKE
5,Tính năng Runtime Security cho Managed Kubernetes Cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=tinh-nang-runtime-security-cluster,Tính năng tăng cường bảo mật cho dịch vụ MFKE
5,Tính năng Workload Managed Kubernetes Cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=tinh-nang-workload-scan,Tính năng tăng cường bảo mật cho dịch vụ MFKE
5,Audit Logs - Managed Kubernetes Cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=audit-log-vn,Tính năng tăng cường bảo mật cho dịch vụ MFKE
4,Tính năng đánh Tag cho Virtual Machine,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=danh-tag-cho-vm,Hướng dẫn chi tiết (Tutorials)
4,Tính năng Backup & Restore,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=backup-restore-vn,Hướng dẫn chi tiết (Tutorials)
3,Các lưu ý khi sử dụng M-FKE,,Managed - FPT Kubernetes Engine
4,Các lưu ý khi sử dụng M-FKE,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=cac-luu-y-khi-su-dung-m-fke,Các lưu ý khi sử dụng M-FKE
3,Các câu hỏi thường gặp (FAQs),,Managed - FPT Kubernetes Engine
4,FAQs,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=mfke-faqs,Các câu hỏi thường gặp (FAQs)
3,Một số gợi ý mẫu (Samples),,Managed - FPT Kubernetes Engine
4,Microservices Architecture on FKE,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=microservices-architecture-on-fke,Một số gợi ý mẫu (Samples)
4,GPU là gì?,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=gpu-la-gi,Một số gợi ý mẫu (Samples)
5,Tại sao nên sử dụng GPU trên Cloud?,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=tai-sao-nen-su-dung-gpu-tren-cloud,GPU là gì?
5,Tại sao nên sử dụng GPU Kubernetes?,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=tai-sao-nen-su-dung-gpu-tren-kubernetes,GPU là gì?
5,Tính năng GPU Sharing,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=gpu-sharing,GPU là gì?
5,Dịch vụ GPU trên K8s FPT Cloud,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=dich-vu-gpu-tren-k8s,GPU là gì?
4,Điều chỉnh cấu hình CoreDNS trong Kubernetes Service,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=dieu-chinh-cau-hinh-coredns-trong-kubernetes-service,Một số gợi ý mẫu (Samples)
4,Snapshot và restore persistent volume trong Kubernetes,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=snapshot-v%C3%A0-restore-pvc-tr%C3%AAn-k8s-fpt,Một số gợi ý mẫu (Samples)
5,Tính năng snapshot Persistent Volume trên kubernetes,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=snapshot-persistent-volume-tren-k8s,Snapshot và restore persistent volume trong Kubernetes
5,Tính năng restore volume từ snapshot trên kubernetes,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=restore-persistent-volume-tren-k8s,Snapshot và restore persistent volume trong Kubernetes
5,Thực hiện đặt lịch Snapshot PVC trên Kubernetes,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=thuc-hien-dat-lich-snapshot-pvc,Snapshot và restore persistent volume trong Kubernetes
5,Thực hiện đặt lịch xóa Snapshot PVC trên Kubernetes,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=thuc-hien-dat-lich-xoa-pvc-snapshot,Snapshot và restore persistent volume trong Kubernetes
4,Cấu hình proxy protocol,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=cau-hinh-proxy-protocol,Một số gợi ý mẫu (Samples)
5,Cấu hình proxy protocol cho istio-ingress với Managed Kubernetes cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=cau-hinh-proxy-protocol-cho-istio-ingress,Cấu hình proxy protocol
5,Cấu hình proxy protocol cho nginx-ingress với Managed Kubernetes cluster,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=cau-hinh-proxy-protocol-cho-nginx-ingress,Cấu hình proxy protocol
4,Sử dụng service type Loadbalancer Layer 7 (LBv2),https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=service-type-kb-layer7-lbv2,Một số gợi ý mẫu (Samples)
4,Thay đổi cấu hình flavor của worker pool,https://fptcloud.com/documents/managed-fpt-kubernetes-engine/?doc=thay-doi-cau-hinh-flavor-cua-worker-pool,Một số gợi ý mẫu (Samples)
2,FPT Kubernetes Engine with GPU,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/,FPT Container
3,Tổng quan dịch vụ GPU trên Kubernetes FPT Cloud,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=tong-quan-dich-vu-GPU,FPT Kubernetes Engine with GPU
3,Cài đặt và khởi tạo Cluster Kubernetes sử dụng GPU,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=cai-dat-cluster-kubernetes-su-dung-gpu,FPT Kubernetes Engine with GPU
3,Thay đổi Worker Group sử dụng GPU,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=thay-doi-worker-group-su-sung-gpu,FPT Kubernetes Engine with GPU
3,Triển khai ứng dụng sử dụng GPU trên Kubernetes,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=trien-khai-ung-dung-su-dung-gpu-tren-kubernetes,FPT Kubernetes Engine with GPU
3,Hướng dẫn sử dụng GPU Telemetry,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=huong-dan-su-dung-gpu-telemetry,FPT Kubernetes Engine with GPU
3,Hướng dẫn sử dụng Autoscaler với GPU,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=huong-dan-su-dung-autoscaler-voi-gpu,FPT Kubernetes Engine with GPU
3,Hướng dẫn sử dụng các chế độ GPU sharing,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=huong-dan-su-dung-cac-che-do-gpu-sharing,FPT Kubernetes Engine with GPU
3,Tăng thêm Worker Group sử dụng GPU,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=tang-them-worker-group-su-dung-gpu,FPT Kubernetes Engine with GPU
3,Hướng dẫn cài đặt GPU Driver trên Kubernetes,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=driver-installation-self-install,FPT Kubernetes Engine with GPU
3,Hướng dẫn cấu hình Auto Scale sử dụng GPU Custom Metric,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=huong-dan-cau-hinh-auto-scale-su-dung-gpu-custom-metric,FPT Kubernetes Engine with GPU
3,Hướng dẫn cấu hình Auto Scale sử dụng KEDA và Prometheus,https://fptcloud.com/documents/fpt-kubernetes-engine-with-gpu/?doc=huong-dan-cau-hinh-auto-scale-su-dung-keda-va-prometheus,FPT Kubernetes Engine with GPU
2,FPT Container Registry,https://fptcloud.com/documents/fpt-container-registry-2/,FPT Container
3,Overviews,,FPT Container Registry
3,Initial Setup,,FPT Container Registry
4,Initial Setup,https://fptcloud.com/documents/fpt-container-registry-2/?doc=Initial%20Setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,FPT Container Registry
4,Kích hoạt dịch vụ FPT Container Registry,https://fptcloud.com/documents/fpt-container-registry-2/?doc=kich-hoat-dich-vu-fpt-container-registry,Hướng dẫn chi tiết (Tutorials)
5,Kiểm tra thông tin gói dịch vụ,https://fptcloud.com/documents/fpt-container-registry-2/?doc=kiem-tra-thong-tin-goi-dich-vu,Kích hoạt dịch vụ FPT Container Registry
5,Kích hoạt dịch vụ,https://fptcloud.com/documents/fpt-container-registry-2/?doc=kich-hoat-dich-vu,Kích hoạt dịch vụ FPT Container Registry
4,Hướng dẫn sử dụng trên Docker CLI,https://fptcloud.com/documents/fpt-container-registry-2/?doc=huong-dan-su-dung-tren-docker-cli,Hướng dẫn chi tiết (Tutorials)
